FID,LICENSEE,CALLSIGN,LOCNUM,LAT_DMS,LATDIR,LON_DMS,LONDIR,LOCADD,LOCCITY,LOCCOUNTY,LOCSTATE,NEPA,QZONE,TOWREG,SUPSTRUC,ALLSTRUC,STRUCTYPE,LIC_ID,LONG,LAT
308,GTE MOBILNET OF CALIFORNIA LIMITED PARTNERSHIP,KNKA211,7,"37,26,55",N,"122,9,32",W,"525 University Avenue, Room A83",Palo Alto,SANTA CLARA,CA,N, , ,67.099999999999994,67.099999999999994,B,12154,-122.158913087000000,37.448604977800002
309,GTE MOBILNET OF CALIFORNIA LIMITED PARTNERSHIP,KNKA211,10,"37,22,57",N,"122,8,47",W,12869 La Cresta Dr.,Los Altos,SANTA CLARA,CA,N, , ,5.000000000000000,5.800000000000000,POLE,12154,-122.146413077999990,37.382504973200000
310,GTE MOBILNET OF CALIFORNIA LIMITED PARTNERSHIP,KNKA211,20,"37,17,47",N,"122,1,53",W,7246 SHARON DRIVE,SAN JOSE,SANTA CLARA,CA,N, , ,13.699999999999999,14.300000000000001,POLE,12154,-122.031413051000000,37.296404973300000
311,GTE MOBILNET OF CALIFORNIA LIMITED PARTNERSHIP,KNKA211,23,"37,21,46",N,"122,7,54",W,12345 El Monte Road at Foothill College,Los Altos Hills,SANTA CLARA,CA,N, , ,18.300000000000001,18.300000000000001,POLE,12154,-122.131713074000000,37.362804971999999
312,GTE MOBILNET OF CALIFORNIA LIMITED PARTNERSHIP,KNKA211,40,"37,20,48",N,"121,37,47",W,LICK OBSERVATORY ON MOUNT HAMILTON,MT. HAMILTON,SANTA CLARA,CA,N, , ,6.000000000000000,6.000000000000000,POLE,12154,-121.629712995000010,37.346705006000001
313,GTE MOBILNET OF CALIFORNIA LIMITED PARTNERSHIP,KNKA211,41,"37,25,10",N,"121,53,6",W,924 AMES AVENUE,MILPITAS,SANTA CLARA,CA,N, , ,23.500000000000000,23.500000000000000,POLE,12154,-121.885013042000000,37.419504994599997
314,GTE MOBILNET OF CALIFORNIA LIMITED PARTNERSHIP,KNKA211,42,"37,0,28",N,"121,17,15",W,2.6 MI S OF INT. OF HWY. 152 & NORTH FORK PACHECO CREEK,GILROY,SANTA CLARA,CA,N, , ,26.000000000000000,26.000000000000000,MAST,12154,-121.287512904000000,37.007804999699999
315,GTE MOBILNET OF CALIFORNIA LIMITED PARTNERSHIP,KNKA211,55,"37,27,0",N,"122,7,24",W,2047 East Bayshore Road,Palo Alto,SANTA CLARA,CA,N, , ,12.199999999999999,12.199999999999999,B,12154,-122.123313082000000,37.450004980599999
316,GTE MOBILNET OF CALIFORNIA LIMITED PARTNERSHIP,KNKA211,58,"37,26,46",N,"121,53,31",W,1000 Jacklin Road,Milpitas,SANTA CLARA,CA,N, , ,18.300000000000001,18.300000000000001,POLE,12154,-121.891913046000000,37.446104996099997
317,"CALIFORNIA RURAL SERVICE AREA #1, INC.",KNKN260,2,"39,7,49",N,"123,4,36",W,8 MILES EAST OF UKIAH,UKIAH,LAKE,CA,N, , ,0.000000000000000,0.000000000000000, ,12199,-123.076713428000010,39.130305046600000
318,"CALIFORNIA RURAL SERVICE AREA #1, INC.",KNKN260,3,"39,28,29",N,"123,45,38",W,"2.5 MILES NORTHEAST OF FT. BRAGG, CA ON BALD HILL 22501 Bald Hill Road",FORT BRAGG,MENDOCINO,CA,N, , ,0.000000000000000,0.000000000000000, ,12199,-123.760613574000000,39.474705018800002
319,"CALIFORNIA RURAL SERVICE AREA #1, INC.",KNKN260,4,"39,43,41",N,"123,47,51",W,"Rockport Cell Site 45151 Highway 1, 12 miles SE of Rockport",Rockport,MENDOCINO,CA,N, , ,49.700000000000003,0.000000000000000, ,12199,-123.797513613000010,39.728105034199999
320,"CALIFORNIA RURAL SERVICE AREA #1, INC.",KNKN260,5,"38,55,49",N,"123,8,24",W,Hopland Cell Site 2 Miles South of Hopland,Hopeland,MENDOCINO,CA,N, , ,154.000000000000000,0.000000000000000, ,12199,-123.140013412000000,38.930305026399999
321,"CALIFORNIA RURAL SERVICE AREA #1, INC.",KNKN260,6,"39,30,58",N,"123,5,25",W,"Lake Pillsbury Site: Atop Big Signal Peak, 6.8 miles ENE of Hearst",Hearst,MENDOCINO,CA,N, , ,0.000000000000000,0.000000000000000, ,12199,-123.090313480000010,39.516105075399999
322,"CALIFORNIA RURAL SERVICE AREA #1, INC.",KNKN260,7,"39,41,37",N,"123,34,47",W,Atop Cahto Peak on Existing KFWU(TV) Tower,Laytonville,MENDOCINO,CA,N, , ,56.700000000000003,0.000000000000000, ,12199,-123.579713576000000,39.693605049500000
323,"CALIFORNIA RURAL SERVICE AREA #1, INC.",KNKN260,8,"39,47,7",N,"123,5,50",W,Covelo Site: 8.2 Miles East of Covelo on Northern Edge of Etsel Ridge,Covelo,MENDOCINO,CA,N, , ,0.000000000000000,0.000000000000000, ,12199,-123.097213517000000,39.785305095299996
324,"CALIFORNIA RURAL SERVICE AREA #1, INC.",KNKN260,9,"38,57,20",N,"123,34,49",W,Point Arena Site: 2200' Hilltop 6.8 Miles East-Northeast  of Point Are,Point Avena,MENDOCINO,CA,N, , ,0.000000000000000,0.000000000000000, ,12199,-123.580313480000000,38.955604994200002
325,"CALIFORNIA RURAL SERVICE AREA #1, INC.",KNKN260,10,"38,51,4",N,"122,35,37",W,MIDDLETOWN SITE 7 MILES NORTH OF,MIDDLETOWN,LAKE,CA,N, , ,707.100000000000020,0.000000000000000, ,12199,-122.593613320000000,38.851105062300000
326,"CALIFORNIA RURAL SERVICE AREA #1, INC.",KNKN260,11,"38,52,25",N,"122,42,32",W,Clear Lake Site: 3608' Hilltop 1 mile NW of Loch Lomond approx. 5.7 mi,Lower Lake,LAKE,CA,N, , ,0.000000000000000,0.000000000000000, ,12199,-122.708913340000000,38.873605054800002
327,"CALIFORNIA RURAL SERVICE AREA #1, INC.",KNKN260,12,"39,16,26",N,"123,41,18",W,MENDOCINO CELL SITE 6 MILES SW OF MENDOCINO ON COMPTCHE RD.,MENDOCINO,MENDOCINO,CA,N, , ,160.000000000000000,0.000000000000000, ,12199,-123.688313537000000,39.273905009700002
328,"CALIFORNIA RURAL SERVICE AREA #1, INC.",KNKN260,13,"38,53,59",N,"123,2,48",W,Squaw Rock Cell Site 1.6 mile SSE of Hopland,Hopland,MENDOCINO,CA,N, , ,50.299999999999997,0.000000000000000, ,12199,-123.046713393999990,38.899705031400003
329,"CALIFORNIA RURAL SERVICE AREA #1, INC.",KNKN260,14,"38,57,53",N,"123,40,6",W,"MANCHESTER CELL SITE ON SM. HILLTOP E OF HWY 1, APPROX. 0.7 MILES SE O",MANCHESTER,MENDOCINO,CA,N, , ,35.100000000000001,0.000000000000000, ,12199,-123.668313494000000,38.964704988000001
330,"CALIFORNIA RURAL SERVICE AREA #1, INC.",KNKN260,15,"39,52,0",N,"123,44,14",W,LEGGETT CELL SITE: 68270 OLD HOLLOW TREE ROAD,LEGGETT,MENDOCINO,CA,N, , ,50.299999999999997,0.000000000000000, ,12199,-123.737213623000000,39.866705049399997
331,"CALIFORNIA RURAL SERVICE AREA #1, INC.",KNKN260,16,"39,33,32",N,"123,27,20",W,LONGVALE CELL SITE: 35601 SHERWOOD ROAD,WILLITS,MENDOCINO,CA,N, , ,50.299999999999997,0.000000000000000, ,12199,-123.455613541000010,39.558905049499998
332,"CALIFORNIA RURAL SERVICE AREA #1, INC.",KNKN260,17,"39,20,47",N,"123,20,50",W,4 Miles South of Willits,Willits,MENDOCINO,CA,N, , ,18.300000000000001,21.600000000000001,TOWER,12199,-123.347213497000000,39.346405041799997
333,"CALIFORNIA RURAL SERVICE AREA #1, INC.",KNKN260,18,"38,59,22",N,"122,46,10",W,9280 Konocti Rd.,Kelseyville,LAKE,CA,N, , ,42.700000000000003,45.100000000000001,TOWER,12199,-122.769413363000000,38.989405059699997
334,GTE MOBILNET OF CALIFORNIA LIMITED PARTNERSHIP,KNKA228,1,"38,7,20",N,"122,36,11",W,155 SAN MARIN DRIVE,NOVATO,MARIN,CA,N, , ,9.000000000000000,0.000000000000000, ,12208,-122.603113232000000,38.122205001899999
335,GTE MOBILNET OF CALIFORNIA LIMITED PARTNERSHIP,KNKA228,2,"38,1,43",N,"122,11,50",W,3\4 MILES E. OF CROCKETT BLVD.;  2 MILES N. OF HWY 4 ON CUMMINGS SKYWA,MARTINEZ,CONTRA COSTA,CA,N, , ,43.000000000000000,0.000000000000000, ,12208,-122.197213160000000,38.028605024299999
336,GTE MOBILNET OF CALIFORNIA LIMITED PARTNERSHIP,KNKA228,3,"37,30,13",N,"122,22,21",W,3000 FEET NORTH OF INTERSECTION OF STATE HWY 92 & STATE HWY 35,SAN MATEO,SAN MATEO,CA,N, ,1018536,30.500000000000000,32.899999999999999,MAST,12208,-122.372513126000000,37.503604967299999
337,GTE MOBILNET OF CALIFORNIA LIMITED PARTNERSHIP,KNKA228,4,"38,6,46",N,"122,32,59",W,"10300 Redwood Hwy., South",NOVATO,MARIN,CA,N, ,1016421,19.800000000000001,19.800000000000001,POLE,12208,-122.549713223000000,38.112805005100000
338,GTE MOBILNET OF CALIFORNIA LIMITED PARTNERSHIP,KNKA228,5,"37,28,33",N,"122,12,27",W,INTERSECTION OF CROCKER ROAD & S.P.R.R.,REDWOOD CITY,SAN MATEO,CA,N, , ,30.000000000000000,30.000000000000000,PIPE,12208,-122.207513098000010,37.475804976500001
339,GTE MOBILNET OF CALIFORNIA LIMITED PARTNERSHIP,KNKA228,6,"37,56,21",N,"121,29,16",W,11720 WEST BACON ISLAND ROAD,STOCKTON,SAN JOAQUIN,CA,N, , ,38.000000000000000,0.000000000000000, ,12208,-121.487813039000000,37.939205068600003
340,GTE MOBILNET OF CALIFORNIA LIMITED PARTNERSHIP,KNKA228,7,"37,58,54",N,"122,31,44",W,SAN RAFAEL HILL ON ROBERT DOLLAR SCENIC DRIVE,SAN RAFAEL,MARIN,CA,N, , ,0.000000000000000,0.000000000000000, ,12208,-122.528913204999990,37.981704996200001
341,GTE MOBILNET OF CALIFORNIA LIMITED PARTNERSHIP,KNKA228,8,"38,1,47",N,"122,0,8",W,1.2 MILES N. OF INTERSECTION OF HWY #4 & WILLOW PASS ROAD,CONCORD,CONTRA COSTA,CA,N, ,1051047,56.700000000000003,56.700000000000003,MAST,12208,-122.002213130000000,38.029705038899998
342,GTE MOBILNET OF CALIFORNIA LIMITED PARTNERSHIP,KNKA228,9,"37,37,11",N,"121,55,20",W,SUNOL RIDGE,SUNOL RIDGE,ALAMEDA,CA,N, , ,0.000000000000000,0.000000000000000, ,12208,-121.922213071000000,37.619705009199997
343,GTE MOBILNET OF CALIFORNIA LIMITED PARTNERSHIP,KNKA228,10,"37,26,52",N,"122,15,53",W,"CANADA COLLEGE, ON FARM HILL ROAD",WOODSIDE,SAN MATEO,CA,N, , ,10.699999999999999,10.699999999999999,B,12208,-122.264713103999990,37.447804970299998
344,GTE MOBILNET OF CALIFORNIA LIMITED PARTNERSHIP,KNKA228,11,"37,56,1",N,"121,41,57",W,925 WALNUT ANENUE,BRENTWOOD,CONTRA COSTA,CA,N, , ,41.100000000000001,41.100000000000001,TANK,12208,-121.699213072000010,37.933605052600001
345,GTE MOBILNET OF CALIFORNIA LIMITED PARTNERSHIP,KNKA228,12,"37,56,33",N,"122,3,35",W,2300 CONTRA COSTA BLVD.,PLEASANT HILL,CONTRA COSTA,CA,N, , ,0.000000000000000,0.000000000000000, ,12208,-122.059713128000000,37.942505026799999
346,GTE MOBILNET OF CALIFORNIA LIMITED PARTNERSHIP,KNKA228,13,"37,30,9",N,"122,29,33",W,106 PRINCETON AVENUE,PRINCETON,SAN MATEO,CA,N, , ,19.000000000000000,0.000000000000000, ,12208,-122.492513144000000,37.502504958499998
347,GTE MOBILNET OF CALIFORNIA LIMITED PARTNERSHIP,KNKA228,15,"37,33,50",N,"121,54,21",W,0.2 MI. NW OF HWY. 680 & SHERIDAN RD.,FREMONT,ALAMEDA,CA,N, , ,5.000000000000000,0.000000000000000, ,12208,-121.905813061000000,37.563905005599999
348,GTE MOBILNET OF CALIFORNIA LIMITED PARTNERSHIP,KNKA228,16,"37,49,19",N,"122,19,9",W,0.1 MILES SOUTH OF BAY BRIDGE TOLL PLAZA,OAKLAND, ,CA,N, , ,24.000000000000000,0.000000000000000, ,12208,-122.319213155000000,37.822004998300002
349,GTE MOBILNET OF CALIFORNIA LIMITED PARTNERSHIP,KNKA228,17,"37,54,38",N,"122,41,50",W,100 MESA DRIVE AT BOLINAS FIRE STATION,BOLINAS,MARIN,CA,N, , ,0.000000000000000,0.000000000000000, ,12208,-122.697213222000000,37.910604978000002
350,GTE MOBILNET OF CALIFORNIA LIMITED PARTNERSHIP,KNKA228,18,"37,56,43",N,"122,31,56",W,501 VIA CASITAS,GREENBRAE,MARIN,CA,N, , ,0.000000000000000,0.000000000000000, ,12208,-122.532213201000000,37.945304993100002
351,GTE MOBILNET OF CALIFORNIA LIMITED PARTNERSHIP,KNKA228,19,"38,0,0",N,"122,6,56",W,ON HOWE ROAD,MARTINEZ,ALAMEDA,CA,N, , ,0.000000000000000,0.000000000000000, ,12208,-122.115613143999990,38.000005027599997
352,GTE MOBILNET OF CALIFORNIA LIMITED PARTNERSHIP,KNKA228,20,"37,57,49",N,"122,19,28",W,3415 SAN PABLO DAM ROAD,SAN PABLO,CONTRA COSTA,CA,N, , ,5.000000000000000,0.000000000000000, ,12208,-122.324413171000000,37.963605009699997
353,GTE MOBILNET OF CALIFORNIA LIMITED PARTNERSHIP,KNKA228,21,"37,43,4",N,"121,39,37",W,"INTERSECTION OF HWY 580 & N. FLYNN ROAD, EAST OF",LIVERMORE,ALAMEDA,CA,N, , ,19.000000000000000,0.000000000000000, ,12208,-121.660313040999990,37.717805036300000
354,GTE MOBILNET OF CALIFORNIA LIMITED PARTNERSHIP,KNKA228,22,"37,31,28",N,"121,56,50",W,42816 OSGOOD ROAD,FREMONT,ALAMEDA,CA,N, , ,22.000000000000000,0.000000000000000, ,12208,-121.947213064000000,37.524404999399998
355,GTE MOBILNET OF CALIFORNIA LIMITED PARTNERSHIP,KNKA228,23,"37,29,42",N,"122,8,19",W,PG&E SUBSTATION ON THE WESTERN END OF THE DUMBARTON BRIDGE,MENLO PARK,SAN MATEO,CA,N, , ,16.000000000000000,0.000000000000000, ,12208,-122.138613089000000,37.495004983199998
356,GTE MOBILNET OF CALIFORNIA LIMITED PARTNERSHIP,KNKA228,24,"37,30,46",N,"122,20,25",W,LOCATED ON TOWER ROAD,SAN MATEO,SAN MATEO,CA,N, , ,30.500000000000000,30.500000000000000,TANK,12208,-122.340313123000000,37.512804970600001
357,GTE MOBILNET OF CALIFORNIA LIMITED PARTNERSHIP,KNKA228,25,"37,27,4",N,"122,11,27",W,1330 UNIVERSITY DRIVE,MENLO PARK,SAN MATEO,CA,N, , ,35.000000000000000,0.000000000000000, ,12208,-122.190813093000000,37.451104975699998
358,GTE MOBILNET OF CALIFORNIA LIMITED PARTNERSHIP,KNKA228,26,"37,59,20",N,"121,48,22",W,75 WALTON LANE,ANTIOCH,CONTRA COSTA,CA,N, , ,22.000000000000000,0.000000000000000, ,12208,-121.806113095000000,37.988905049400003
359,GTE MOBILNET OF CALIFORNIA LIMITED PARTNERSHIP,KNKA228,27,"37,53,35",N,"122,3,31",W,"1150 NEWELL AVE, HIBERNIA BANK BUILDING",WALNUT CREEK,CONTRA COSTA,CA,N, , ,0.000000000000000,0.000000000000000, ,12208,-122.058613122000000,37.893105022900002
360,GTE MOBILNET OF CALIFORNIA LIMITED PARTNERSHIP,KNKA228,28,"37,22,38",N,"122,12,48",W,302 PORTOLA VALLEY ROAD,PORTOLA VALLEY,SAN MATEO,CA,N, ,1017818,11.199999999999999,11.199999999999999,POLE,12208,-122.213313088000010,37.377204967799997
361,GTE MOBILNET OF CALIFORNIA LIMITED PARTNERSHIP,KNKA228,29,"38,11,2",N,"122,35,56",W,10300 REDWOOD HIGHWAY SO. (HWY 1),NOVATO,MARIN,CA,N, , ,0.000000000000000,0.000000000000000, ,12208,-122.598913239000000,38.183905007699998
362,GTE MOBILNET OF CALIFORNIA LIMITED PARTNERSHIP,KNKA228,30,"37,58,26",N,"122,1,56",W,2000 clayton road,concord,CONTRA COSTA,CA,N, , ,0.000000000000000,0.000000000000000, ,12208,-122.032213128000000,37.973905031599998
363,GTE MOBILNET OF CALIFORNIA LIMITED PARTNERSHIP,KNKA228,31,"38,1,7",N,"122,16,7",W,4200 San Pablo Boulevard,Hercules,CONTRA COSTA,CA,N, ,1018258,12.199999999999999,12.199999999999999,POLE,12208,-122.268613169000010,38.018605018499997
364,GTE MOBILNET OF CALIFORNIA LIMITED PARTNERSHIP,KNKA228,32,"37,31,22",N,"121,59,25",W,5600 Mowry School Road,Newark,ALAMEDA,CA,N, , ,14.300000000000001,14.300000000000001,B,12208,-121.990313069000000,37.522804996200001
365,GTE MOBILNET OF CALIFORNIA LIMITED PARTNERSHIP,KNKA228,33,"37,29,51",N,"122,14,46",W,1030 Washington Street,San Carlos,SAN MATEO,CA,N, ,1018247,25.899999999999999,25.899999999999999,POLE,12208,-122.246113106000000,37.497504975500000
366,GTE MOBILNET OF CALIFORNIA LIMITED PARTNERSHIP,KNKA228,34,"37,32,55",N,"121,55,1",W,4385 South Grimmer,Fremont,ALAMEDA,CA,N, , ,0.000000000000000,0.000000000000000, ,12208,-121.916913062000010,37.548605003600002
367,GTE MOBILNET OF CALIFORNIA LIMITED PARTNERSHIP,KNKA228,35,"37,58,49",N,"121,44,57",W,0.5 MILE WEST OF INTERSECTION OF LAUREL & VEVOLY ROADS,Oakley,CONTRA COSTA,CA,N, , ,30.000000000000000,0.000000000000000, ,12208,-121.749213084999990,37.980305053199999
368,GTE MOBILNET OF CALIFORNIA LIMITED PARTNERSHIP,KNKA228,36,"38,3,17",N,"122,31,11",W,Hamilton Air Force Base,Marin,MARIN,CA,N, , ,0.000000000000000,0.000000000000000, ,12208,-122.519713212000000,38.054705002600002
369,GTE MOBILNET OF CALIFORNIA LIMITED PARTNERSHIP,KNKA228,37,"37,59,40",N,"122,18,3",W,Doctors Medical Building; 1617 Canyon Drive,Pinole,CONTRA COSTA,CA,N, , ,15.000000000000000,0.000000000000000, ,12208,-122.300813171000000,37.994505013800001
370,GTE MOBILNET OF CALIFORNIA LIMITED PARTNERSHIP,KNKA228,38,"38,0,25",N,"122,7,34",W,2241 NW ROAD,MARTINEZ,CONTRA COSTA,CA,N, , ,0.000000000000000,0.000000000000000, ,12208,-122.126113145999990,38.006905027499997
371,GTE MOBILNET OF CALIFORNIA LIMITED PARTNERSHIP,KNKA228,39,"37,35,46",N,"121,56,1",W,38000 Palomares Road,Fremont,ALAMEDA,CA,N, , ,10.000000000000000,0.000000000000000, ,12208,-121.933613070000010,37.596105006499997
372,GTE MOBILNET OF CALIFORNIA LIMITED PARTNERSHIP,KNKA228,40,"37,28,52",N,"122,10,24",W,149 COMMONWEALTH DRIVE,MENLO PARK,SAN MATEO,CA,N, , ,19.000000000000000,19.000000000000000,B,12208,-122.173313093999990,37.481104979199998
373,GTE MOBILNET OF CALIFORNIA LIMITED PARTNERSHIP,KNKA228,41,"38,0,57",N,"121,53,10",W,105 Bliss Avenue,PITTSBURG,CONTRA COSTA,CA,N, , ,24.000000000000000,0.000000000000000, ,12208,-121.886113110000000,38.015805045599997
374,GTE MOBILNET OF CALIFORNIA LIMITED PARTNERSHIP,KNKA228,42,"37,7,18",N,"122,9,22",W,12500 Empire Grade Rd,Santa Cruz,SANTA CRUZ,CA,N, , ,24.000000000000000,0.000000000000000, ,12208,-122.156113051000010,37.121704949600002
375,GTE MOBILNET OF CALIFORNIA LIMITED PARTNERSHIP,KNKA228,43,"38,3,31",N,"122,37,49",W,Skywalker Ranch,Nicasio,MARIN,CA,N, , ,6.000000000000000,6.000000000000000,POLE,12208,-122.630313229000000,38.058604994699998
376,GTE MOBILNET OF CALIFORNIA LIMITED PARTNERSHIP,KNKA228,44,"37,44,32",N,"121,34,55",W,16163 GRANT LINE RD,Tracy,ALAMEDA,CA,N, ,1019476,22.800000000000001,22.800000000000001,POLE,12208,-121.581913031000000,37.742205044099997
377,GTE MOBILNET OF CALIFORNIA LIMITED PARTNERSHIP,KNKA228,46,"37,46,55",N,"122,28,28",W,1496 Clement Street,San Francisco,SAN FRANCISCO,CA,N, , ,25.000000000000000,0.000000000000000, ,12208,-122.474413173000000,37.781904983099999
378,GTE MOBILNET OF CALIFORNIA LIMITED PARTNERSHIP,KNKA228,47,"37,37,34",N,"122,28,55",W,GYPSY HILL TANK OFF SHARP PARK ROAD,PACIFICA,SAN MATEO,CA,N, , ,27.000000000000000,0.000000000000000, ,12208,-122.481913156999990,37.626104969499998
379,GTE MOBILNET OF CALIFORNIA LIMITED PARTNERSHIP,KNKA228,48,"37,52,57",N,"122,13,14",W,0.5 MI N OF INTERSTATE GRIZZY PEAK BLVD & LOS VERNADES ST,ORINDA,CONTRA COSTA,CA,N, , ,61.000000000000000,0.000000000000000, ,12208,-122.220613146000010,37.882505010599999
380,GTE MOBILNET OF CALIFORNIA LIMITED PARTNERSHIP,KNKA228,49,"37,33,7",N,"122,22,33",W,BETWEEN 545 & 555 ON DARRELL ROAD,HILLSBOROUGH,SAN MATEO,CA,N, , ,9.000000000000000,0.000000000000000, ,12208,-122.375813132000000,37.551904970700001
381,GTE MOBILNET OF CALIFORNIA LIMITED PARTNERSHIP,KNKA228,50,"37,46,8",N,"122,24,19",W,"BAY WEST SHOW PLACE , 3 HENRY ADAMS STREET",SAN FRANCISCO,SAN FRANCISCO,CA,N, , ,30.000000000000000,0.000000000000000, ,12208,-122.405313161000000,37.768904987299997
382,GTE MOBILNET OF CALIFORNIA LIMITED PARTNERSHIP,KNKA228,51,"37,44,6",N,"122,24,27",W,30 RICKARD STREET,SAN FRANCISCO,SAN FRANCISCO,CA,N, , ,31.000000000000000,0.000000000000000, ,12208,-122.407513158000000,37.735004984600003
383,GTE MOBILNET OF CALIFORNIA LIMITED PARTNERSHIP,KNKA228,52,"37,35,55",N,"122,29,19",W,ROYCE HILL TANKS OFF FASSIER ROAD,PACIFICA,SAN MATEO,CA,N, , ,16.000000000000000,0.000000000000000, ,12208,-122.488613154000010,37.598604967100002
384,GTE MOBILNET OF CALIFORNIA LIMITED PARTNERSHIP,KNKA228,53,"37,40,50",N,"122,28,28",W,1850 SULLIVAN AVENUE,DALY,SAN MATEO,CA,N, , ,21.000000000000000,21.000000000000000,B,12208,-122.474413161000000,37.680604974900000
385,GTE MOBILNET OF CALIFORNIA LIMITED PARTNERSHIP,KNKA228,54,"37,46,53",N,"122,25,14",W,"OPERA PLAZA, VAN NESS AVE.",SAN FRANCISCO,SAN FRANCISCO,CA,N, , ,46.000000000000000,0.000000000000000, ,12208,-122.420613165000010,37.781404987099997
386,GTE MOBILNET OF CALIFORNIA LIMITED PARTNERSHIP,KNKA228,55,"37,45,58",N,"122,25,18",W,405 VALENCIA STREET,SAN FRANCISCO,SAN FRANCISCO,CA,N, , ,23.000000000000000,0.000000000000000, ,12208,-122.421713163000010,37.766104985900000
387,GTE MOBILNET OF CALIFORNIA LIMITED PARTNERSHIP,KNKA228,56,"37,58,9",N,"122,16,10",W,5435 HEAVENLY RIDGE COURT,RICHMOND,CONTRA COSTA,CA,N, , ,8.000000000000000,0.000000000000000, ,12208,-122.269413164000000,37.969205014099998
388,GTE MOBILNET OF CALIFORNIA LIMITED PARTNERSHIP,KNKA228,57,"37,46,33",N,"122,23,29",W,"185 BERRY STREET, CHINA BASIN BUILDING, 4TH & TOWNSEND",SAN FRANCISCO,SAN FRANCISCO,CA,N, , ,22.000000000000000,22.000000000000000,B,12208,-122.391413160000000,37.775804989100003
389,GTE MOBILNET OF CALIFORNIA LIMITED PARTNERSHIP,KNKA228,58,"37,32,8",N,"122,0,54",W,END OF TIMBER STREET,NEWARK,ALAMEDA,CA,N, , ,34.000000000000000,0.000000000000000, ,12208,-122.015013075000000,37.535604995600004
390,GTE MOBILNET OF CALIFORNIA LIMITED PARTNERSHIP,KNKA228,59,"37,42,49",N,"122,28,19",W,"55 CHUMASERO DRIVE, PARKSIDE APARTMENT BUILDING",SAN FRANCISCO, ,CA,N, , ,46.000000000000000,0.000000000000000, ,12208,-122.471913165000000,37.713604977999999
391,GTE MOBILNET OF CALIFORNIA LIMITED PARTNERSHIP,KNKA228,60,"37,46,54",N,"122,24,7",W,SALVATION ARMY: 832 FOLSOM STREET,SAN FRANCISCO,SAN FRANCISCO,CA,N, , ,45.000000000000000,0.000000000000000, ,12208,-122.401913162000000,37.781704988599998
392,GTE MOBILNET OF CALIFORNIA LIMITED PARTNERSHIP,KNKA228,62,"37,33,9",N,"122,3,39",W,34551 ARDENWOOD BLVD.,FREMONT,ALAMEDA,CA,N, , ,12.000000000000000,0.000000000000000, ,12208,-122.060813084000000,37.552504993299998
393,GTE MOBILNET OF CALIFORNIA LIMITED PARTNERSHIP,KNKA228,63,"37,34,1",N,"122,19,30",W,100 SOUTH ELLSWORTH,SAN MATEO,SAN MATEO,CA,N, , ,43.299999999999997,43.299999999999997,B,12208,-122.325013126000000,37.566904975999996
394,GTE MOBILNET OF CALIFORNIA LIMITED PARTNERSHIP,KNKA228,64,"38,20,31",N,"123,1,16",W,2885 BAYHILL ROAD,BODEGA BAY,SONOMA,CA,N, , ,37.000000000000000,0.000000000000000, ,12208,-123.021113321000000,38.341904988600000
395,GTE MOBILNET OF CALIFORNIA LIMITED PARTNERSHIP,KNKA228,65,"37,39,5",N,"122,27,12",W,99 HYDE COURT,DALY CITY,SAN MATEO,CA,N, , ,9.000000000000000,12.000000000000000,B,12208,-122.453313155000000,37.651404973900000
396,GTE MOBILNET OF CALIFORNIA LIMITED PARTNERSHIP,KNKA228,66,"37,45,3",N,"122,24,12",W,APEX METAL,SAN FRANCISCO,SAN FRANCISCO,CA,N, , ,17.000000000000000,0.000000000000000, ,12208,-122.403313158000000,37.750804985899997
397,GTE MOBILNET OF CALIFORNIA LIMITED PARTNERSHIP,KNKA228,67,"37,36,32",N,"122,23,17",W,"TWA AIR FREIGHT DOOR 13, MCDONALD ROAD",SAN FRANCISCO,SAN FRANCISCO,CA,N, , ,19.000000000000000,23.000000000000000,B,12208,-122.388113140000000,37.608904974900000
398,GTE MOBILNET OF CALIFORNIA LIMITED PARTNERSHIP,KNKA228,68,"37,26,56",N,"122,13,50",W,2075 WOODSIDE ROAD,REDWOOD CITY,SANTA CLARA,CA,N, , ,10.000000000000000,0.000000000000000, ,12208,-122.230613099000000,37.448904972800001
399,GTE MOBILNET OF CALIFORNIA LIMITED PARTNERSHIP,KNKA228,69,"37,43,31",N,"122,26,2",W,4610 MISSION,SAN FRANCISCO, ,CA,N, , ,23.000000000000000,0.000000000000000, ,12208,-122.433913161000010,37.725304981400001
400,GTE MOBILNET OF CALIFORNIA LIMITED PARTNERSHIP,KNKA228,70,"37,59,21",N,"122,15,14",W,9300FSE OF HWY 880 & PINOLE VALLEY ROAD,PINOLE,CONTRA COSTA,CA,N, , ,11.000000000000000,0.000000000000000, ,12208,-122.253913164000000,37.989205016699998
401,GTE MOBILNET OF CALIFORNIA LIMITED PARTNERSHIP,KNKA228,71,"37,35,24",N,"122,24,44",W,HILLCREST DRIVE WATER TANK,MILLBRAE,SAN FRANCISCO,CA,N, , ,15.000000000000000,0.000000000000000, ,12208,-122.412213142000000,37.590004971900001
402,GTE MOBILNET OF CALIFORNIA LIMITED PARTNERSHIP,KNKA228,72,"37,44,48",N,"122,25,13",W,158 VALENCIA STREET,SAN FRANCISCO, ,CA,N, , ,31.000000000000000,0.000000000000000, ,12208,-122.420313161000000,37.746704984499999
